z	 ra	 dec
 0.398205	 3.539214	 -0.042817
 0.228885	 5.501165	 -0.128928
 0.256220	 2.942511	 1.063409
 0.395789	 3.554205	 0.129074
 0.370004	 2.613650	 0.058720
 0.346062	 4.000082	 0.982954
 0.347506	 3.364313	 0.167055
 0.231378	 3.882026	 0.326690
 0.348376	 4.039506	 0.626058
 0.443430	 0.324542	 0.017654
 0.239745	 2.292317	 0.817440
 0.370744	 2.609074	 -0.009181
 0.240144	 3.676069	 0.633849
 0.313126	 2.532370	 0.930838
 0.299819	 3.496844	 0.407477
 0.295405	 2.979701	 0.379238
 0.329406	 4.545409	 0.455921
 0.359606	 1.996240	 0.826798
 0.245584	 0.506376	 0.219733
 0.356602	 2.223252	 0.364247
 0.357744	 2.093568	 0.759993
 0.364050	 2.527076	 0.363970
 0.345737	 4.086638	 0.132592
 0.213178	 4.093420	 0.020489
 0.450185	 4.271789	 0.383781
 0.231870	 3.185120	 0.079541
 0.338458	 2.451689	 0.422520
 0.457809	 3.418572	 0.491809
 0.463091	 2.678976	 0.943830
 0.219425	 2.078712	 0.897741
 0.206003	 3.619320	 0.482523
 0.292489	 2.669504	 0.610892
 0.259281	 3.594936	 0.330658
 0.396070	 3.177070	 1.057962
 0.201626	 2.082222	 0.854149
 0.377446	 2.083238	 0.281959
 0.408941	 3.653366	 0.679009
 0.408427	 4.544149	 0.501857
 0.201912	 2.460361	 0.374693
 0.332151	 2.566230	 0.171021
 0.428872	 4.161457	 0.850000
 0.298184	 3.941203	 0.066558
 0.385717	 0.701923	 0.002926
 0.457691	 2.401670	 0.039435
 0.359331	 2.108241	 0.863408
 0.299636	 3.093939	 0.580327
 0.298760	 5.609422	 -0.007783
 0.271070	 2.698803	 0.213287
 0.181281	 3.881633	 0.896191
 0.373861	 4.526451	 0.563923
 0.231455	 2.497137	 0.380703
 0.231906	 3.765404	 0.678479
 0.324852	 2.487938	 0.387365
 0.353806	 0.466625	 -0.148049
 0.344620	 3.549706	 0.319696
 0.351999	 4.162177	 0.094400
 0.355769	 4.307308	 0.171784
 0.360260	 2.550656	 -0.008538
 0.220193	 3.468834	 0.349715
 0.318630	 2.080886	 0.337253
 0.416285	 3.760444	 0.991148
 0.193663	 4.294984	 0.386403
 0.253462	 3.225331	 0.045085
 0.197523	 3.472172	 0.156450
 0.193659	 3.154018	 0.503215
 0.343073	 4.103775	 0.034393
 0.285793	 3.002418	 0.650338
 0.193668	 3.525917	 0.642250
 0.307227	 2.584002	 0.350650
 0.277294	 2.812767	 0.196691
 0.267308	 2.546794	 0.226961
 0.340049	 2.586803	 0.733555
 0.339162	 4.071821	 1.038342
 0.335777	 3.762963	 0.641395
 0.349932	 4.091999	 0.610746
 0.279572	 4.004501	 0.070632
 0.347837	 4.025509	 0.732121
 0.327179	 3.741615	 -0.054523
 0.462716	 3.331406	 0.432904
 0.278092	 4.019804	 0.434039
 0.420675	 4.349671	 0.286171
 0.433487	 4.291553	 0.544554
 0.346898	 3.818198	 0.232116
 0.163671	 4.111323	 0.500857
 0.267590	 3.180866	 0.377231
 0.215530	 2.841767	 0.360719
 0.397148	 2.032687	 0.393959
 0.285818	 2.691859	 0.018846
 0.459057	 3.368762	 0.265715
 0.212402	 3.552072	 0.633896
 0.206752	 3.779094	 0.284223
 0.169681	 3.761688	 0.282656
 0.188580	 2.835170	 -0.011014
 0.250833	 5.926996	 0.009685
 0.371389	 2.468293	 0.271677
 0.162620	 2.657184	 -0.002049
 0.305363	 3.011776	 0.424305
 0.433162	 2.449718	 0.618442
 0.360273	 2.551938	 0.526245
 0.415098	 3.503348	 1.092759
 0.328153	 2.145881	 0.767350
 0.329309	 3.722322	 0.030951
 0.164128	 3.262182	 0.773169
 0.333179	 3.435472	 0.290292
 0.441308	 1.009812	 -0.095698
 0.266714	 3.239025	 0.401109
 0.330872	 0.817851	 -0.014067
 0.212411	 2.870919	 0.932001
 0.350968	 0.143410	 0.268474
 0.292539	 3.768001	 0.982344
 0.453956	 3.389474	 0.953027
 0.468174	 2.382611	 0.992079
 0.326472	 3.795560	 0.639249
 0.390746	 2.797611	 0.644218
 0.329125	 3.817634	 0.625848
 0.342900	 2.396290	 0.730002
 0.339817	 2.889210	 1.062442
 0.341115	 2.159652	 0.985629
 0.342208	 3.611654	 1.008814
 0.344722	 2.260267	 1.065055
 0.342695	 3.711883	 0.873114
 0.317177	 2.370175	 0.573160
 0.342509	 2.966246	 0.700897
 0.343990	 3.465228	 0.580990
 0.291534	 4.157282	 0.353339
 0.404381	 2.800850	 0.257063
 0.378854	 3.918675	 0.617416
 0.449421	 5.886939	 0.227305
 0.277470	 3.275382	 0.433837
 0.446595	 2.917954	 0.831202
 0.334175	 2.844639	 0.940202
 0.371705	 2.369984	 0.406450
 0.262672	 4.093530	 0.849720
 0.354785	 2.287925	 0.329453
 0.281863	 2.502023	 0.402059
 0.246920	 3.486755	 0.567668
 0.278450	 2.211600	 0.264600
 0.163448	 3.520375	 0.445073
 0.318009	 2.307172	 0.355031
 0.184937	 2.512232	 0.611054
 0.209402	 5.408211	 0.018156
 0.388592	 3.500416	 0.136328
 0.377401	 3.596452	 1.011075
 0.269726	 3.488675	 0.398619
 0.171796	 3.791665	 0.585359
 0.269056	 4.054556	 0.122046
 0.210257	 3.378887	 0.740148
 0.268506	 2.545224	 0.807825
 0.282466	 2.996499	 0.901015
 0.417684	 4.113717	 0.295899
 0.234507	 2.408360	 0.290483
 0.370703	 2.025671	 0.867653
 0.319223	 3.799252	 0.062276
 0.206134	 3.819125	 0.288191
 0.459602	 2.275703	 1.082417
 0.458792	 3.368809	 1.121948
 0.457720	 3.355921	 0.036631
 0.458024	 2.296793	 0.029746
 0.408262	 0.421254	 0.254743
 0.409144	 2.505343	 0.125308
 0.180797	 3.946983	 0.459651
 0.444118	 3.076205	 -0.056714
 0.447232	 3.261247	 0.212985
 0.422403	 3.069381	 0.704460
 0.366130	 2.479501	 0.419450
 0.167997	 2.903573	 0.330527
 0.371571	 4.198371	 0.894144
 0.361107	 2.522152	 0.483950
 0.345872	 2.429283	 0.648996
 0.343499	 3.244674	 0.463659
 0.344759	 3.938174	 0.327501
 0.379242	 3.523947	 0.525899
 0.331440	 3.605363	 0.827984
 0.317259	 2.676879	 0.944584
 0.330569	 3.744376	 0.223719
 0.316063	 4.081625	 0.253168
 0.377175	 2.349404	 0.168964
 0.406593	 3.607158	 0.772367
 0.315737	 2.060343	 0.294223
 0.199327	 3.170622	 0.490070
 0.215514	 2.727187	 0.494096
 0.389665	 3.577327	 0.933343
 0.390088	 2.561837	 0.729577
 0.334207	 2.918096	 0.385188
 0.209261	 2.475495	 0.097871
 0.241828	 3.726368	 0.943419
 0.310770	 0.398973	 -0.168173
 0.428795	 2.289627	 0.811855
 0.364275	 3.416359	 -0.023486
 0.435087	 2.074317	 0.847471
 0.401968	 0.484392	 -0.015750
 0.434576	 2.879945	 0.965963
 0.377711	 2.701331	 1.097807
 0.195525	 2.436588	 -0.000190
 0.302070	 3.956763	 0.313427
 0.378047	 3.364714	 0.940205
 0.308561	 0.739181	 0.001085
 0.204659	 3.263792	 1.027766
 0.205590	 3.431457	 0.910507
 0.464073	 2.783360	 0.623425
 0.224978	 2.414517	 0.816041
 0.362200	 3.828906	 -0.013098
 0.274288	 2.627312	 0.263549
 0.223656	 4.009739	 0.219326
 0.441618	 3.684891	 0.316683
 0.353161	 3.452324	 1.048310
 0.212594	 3.459528	 0.655006
 0.365748	 0.751566	 -0.140853
 0.366817	 4.196955	 0.168902
 0.373301	 0.526389	 0.252629
 0.209282	 3.336087	 1.151121
 0.167985	 3.466729	 0.616814
 0.170543	 2.475450	 0.736665
 0.264793	 2.550306	 0.109700
 0.323730	 3.295519	 0.366735
 0.309566	 4.479930	 0.393200
 0.248345	 2.965753	 0.475448
 0.425057	 0.104967	 0.267032
 0.167325	 2.545570	 0.178145
 0.236352	 3.886659	 0.111486
 0.206467	 2.482788	 0.398809
 0.372373	 4.183661	 0.178472
 0.207695	 2.132243	 0.883247
 0.461418	 2.437059	 0.435725
 0.205409	 3.805985	 0.345810
 0.208205	 3.811313	 0.233660
 0.444234	 3.226960	 0.298420
 0.337853	 2.863062	 0.587017
 0.167409	 2.308237	 0.425576
 0.198125	 4.137442	 0.056998
 0.336259	 3.239240	 0.469146
 0.338459	 3.909476	 0.114506
 0.336834	 4.002391	 0.833517
 0.336094	 3.624412	 0.161518
 0.336552	 4.118162	 0.598613
 0.336321	 3.130631	 0.195430
 0.335892	 2.606734	 0.720276
 0.199554	 2.852336	 0.906013
 0.265973	 0.182903	 0.246265
 0.310504	 3.968518	 0.508858
 0.424619	 3.570772	 0.076855
 0.312722	 3.157315	 0.098118
 0.331017	 3.241790	 0.662779
 0.200301	 2.220312	 0.157721
 0.317530	 4.132652	 0.122195
 0.467272	 2.813530	 0.282271
 0.458649	 2.247400	 0.151641
 0.453523	 1.993057	 0.525674
 0.381372	 3.735245	 0.291506
 0.384040	 3.079417	 1.060372
 0.361533	 4.025675	 -0.014853
 0.386425	 2.201020	 0.789650
 0.440792	 2.574486	 0.772700
 0.301990	 4.127686	 0.175696
 0.302140	 2.981965	 0.684677
 0.448751	 4.236597	 0.399052
 0.299492	 2.965855	 0.807596
 0.254015	 6.103614	 0.254721
 0.224813	 2.985648	 -0.049133
 0.316457	 2.186937	 0.627014
 0.469031	 3.060332	 0.384442
 0.283869	 3.596796	 0.596464
 0.261447	 3.903360	 0.335241
 0.220802	 3.572780	 -0.053626
 0.386534	 2.938492	 0.895882
 0.280173	 2.862823	 0.202522
 0.323899	 4.064422	 0.722379
 0.273292	 3.019339	 0.375081
 0.322062	 0.343169	 -0.150859
 0.435045	 3.262843	 0.535613
 0.370225	 3.922392	 0.258017
 0.292133	 3.048920	 0.267909
 0.276543	 2.283409	 0.318851
 0.280602	 4.176778	 0.330144
 0.284042	 3.416920	 0.056513
 0.278840	 4.021392	 -0.027937
 0.383545	 2.386158	 0.537726
 0.379958	 2.466179	 0.246258
 0.446611	 0.286475	 -0.175160
 0.441892	 3.182846	 0.157914
 0.391613	 3.415122	 0.855451
 0.394747	 2.914874	 0.127158
 0.416735	 3.733452	 0.078406
 0.424608	 2.530847	 0.038857
 0.417438	 4.330228	 0.463379
 0.457230	 3.889841	 0.574293
 0.316791	 0.641605	 -0.163454
 0.206406	 2.695110	 0.178900
 0.406884	 3.358487	 0.560075
 0.237417	 2.500176	 0.994936
 0.393457	 6.277930	 0.246542
 0.375719	 5.512832	 0.014092
 0.376040	 3.906755	 0.523649
 0.282140	 3.323754	 -0.019162
 0.348394	 3.079342	 0.082516
 0.337141	 2.931300	 0.248066
 0.246630	 2.359145	 0.166702
 0.461006	 1.036941	 -0.114567
 0.374078	 2.972859	 0.256390
 0.462563	 2.882225	 0.703412
 0.348772	 4.010019	 0.054068
 0.381233	 2.597295	 0.676298
 0.337158	 2.829408	 0.882847
 0.188291	 2.797718	 0.536805
 0.376395	 3.714596	 0.710226
 0.395938	 2.413893	 0.470649
 0.359613	 2.176915	 0.128645
 0.386134	 4.546651	 1.039685
 0.259496	 3.594781	 0.935171
 0.225319	 3.111622	 0.279524
 0.316635	 2.334677	 0.567462
 0.235865	 3.103638	 0.317279
 0.342857	 3.875635	 0.989461
 0.418262	 2.931093	 0.845548
 0.366133	 4.040190	 0.461815
 0.316770	 4.417443	 0.468614
 0.315672	 3.441333	 0.924895
 0.285598	 2.282191	 0.746236
 0.448426	 2.858325	 0.304107
 0.280714	 3.095398	 0.343552
 0.285970	 3.358808	 0.170325
 0.287478	 3.083108	 0.328585
 0.277710	 3.791627	 0.265527
 0.354621	 2.428048	 1.033541
 0.442903	 3.548056	 0.378335
 0.454783	 3.400424	 0.103442
 0.211962	 2.479886	 1.034761
 0.383080	 4.309033	 0.788902
 0.357261	 2.390893	 0.468824
 0.387020	 2.341200	 0.843480
 0.381138	 3.279450	 0.350091
 0.377864	 4.238205	 0.512507
 0.205607	 3.485957	 0.460991
 0.198402	 3.692197	 0.649844
 0.197100	 3.756157	 0.035440
 0.218087	 3.516119	 -0.026673
 0.421709	 2.386059	 0.274913
 0.290928	 2.259948	 0.404855
 0.279687	 0.772456	 -0.123358
 0.446485	 6.008702	 0.248134
 0.336610	 3.685190	 0.320325
 0.336005	 3.220997	 0.723294
 0.212573	 4.084477	 0.196139
 0.271136	 2.916445	 0.761227
 0.234887	 3.318067	 0.051266
 0.337239	 3.819739	 0.541669
 0.291935	 3.496139	 0.291387
 0.300051	 2.904015	 0.085841
 0.242146	 2.062605	 0.639090
 0.388190	 3.658807	 1.034110
 0.389773	 3.251746	 0.736537
 0.301971	 3.581700	 0.569363
 0.350636	 2.725939	 0.886807
 0.429691	 2.232461	 0.323980
 0.345348	 4.462375	 0.391815
 0.318804	 3.292659	 0.358361
 0.381579	 2.256227	 0.489290
 0.322336	 4.579567	 0.956674
 0.388860	 2.788136	 1.018885
 0.341534	 3.427566	 1.040316
 0.172184	 0.166347	 0.258955
 0.380753	 3.929281	 0.457154
 0.380894	 2.601183	 0.527673
 0.393420	 2.972535	 0.580967
 0.268582	 2.319578	 0.934432
 0.320268	 2.882331	 1.008207
 0.261577	 2.055134	 0.904102
 0.261671	 4.234415	 0.797082
 0.261783	 2.275539	 0.065207
 0.426378	 4.100971	 0.117261
 0.365851	 4.071656	 0.305217
 0.260929	 6.252737	 0.267028
 0.446767	 2.749006	 0.127023
 0.369962	 4.370212	 0.560811
 0.464392	 2.491080	 1.012522
 0.284820	 5.920295	 0.249628
 0.325211	 3.047736	 0.880714
 0.415798	 3.008807	 1.073521
 0.350811	 3.609891	 0.301995
 0.254016	 3.266694	 0.488738
 0.446253	 1.949433	 0.725004
 0.208194	 4.109597	 0.739094
 0.296020	 2.793221	 0.496672
 0.309197	 3.117418	 0.325766
 0.347009	 3.487179	 0.336725
 0.180033	 2.489624	 0.840672
 0.333313	 3.093430	 0.869273
 0.380405	 5.590098	 -0.129356
 0.368710	 2.427508	 0.281645
 0.315648	 2.163949	 0.567636
 0.317104	 4.074690	 0.449065
 0.342882	 2.062948	 0.562314
 0.414172	 2.909559	 0.870010
 0.432985	 2.418637	 0.870010
 0.422272	 4.423115	 0.594444
 0.326122	 4.081341	 -0.000032
 0.344023	 2.374796	 0.071421
 0.223109	 3.945706	 0.970689
 0.178662	 3.304801	 0.546715
 0.362268	 4.136148	 0.181333
 0.316152	 3.531331	 0.179072
 0.313711	 3.409913	 0.365766
 0.418641	 2.083521	 0.755918
 0.358586	 3.768596	 0.812010
 0.429295	 2.585341	 1.132200
 0.224324	 3.272107	 0.019353
 0.371884	 3.821273	 0.079871
 0.368409	 2.118818	 0.777025
 0.375637	 2.696942	 0.821358
 0.370684	 3.620177	 0.421525
 0.354932	 3.253257	 0.139457
 0.297902	 3.695528	 0.505518
 0.230905	 2.251988	 0.054492
 0.228084	 3.714372	 0.687199
 0.282076	 3.306120	 0.234187
 0.287956	 2.771633	 0.427874
 0.304967	 3.297661	 0.549903
 0.209117	 2.439582	 0.498206
 0.241961	 3.926525	 0.446346
 0.221115	 2.536174	 0.212996
 0.338022	 6.106705	 0.004080
 0.429554	 6.015371	 -0.145623
 0.300094	 2.657647	 0.837988
 0.181356	 2.171123	 0.373881
 0.375669	 3.184559	 0.133641
 0.373868	 3.134808	 0.328212
 0.373542	 4.298651	 0.512920
 0.347592	 2.890740	 0.645768
 0.313354	 3.530643	 0.445104
 0.333195	 2.777233	 0.964655
 0.346775	 5.434158	 -0.101589
 0.346601	 4.042651	 0.077078
 0.233597	 2.711807	 0.785702
 0.454925	 3.347699	 0.744911
 0.236149	 4.115827	 0.727964
 0.310233	 2.838200	 0.782286
 0.299891	 3.073647	 0.095037
 0.395793	 4.057861	 0.086722
 0.393113	 2.953678	 0.801903
 0.388384	 2.247427	 0.771090
 0.314598	 3.171293	 0.168641
 0.330886	 3.868844	 0.991516
 0.328168	 4.262466	 0.601445
 0.414333	 5.758965	 0.193945
 0.417059	 3.426759	 0.759400
 0.418079	 2.851647	 0.120139
 0.418111	 0.350490	 0.014339
 0.359497	 4.204232	 0.565784
 0.351448	 3.887440	 0.265197
 0.334431	 2.813138	 0.063721
 0.406297	 3.745704	 0.232499
 0.404688	 3.752851	 0.816557
 0.360427	 3.644689	 0.413407
 0.406989	 2.357419	 0.706857
 0.172132	 2.441499	 0.604216
 0.202203	 0.328975	 0.233201
 0.355675	 3.575586	 0.562023
 0.418476	 4.240867	 0.565091
 0.387773	 4.208227	 0.239270
 0.167244	 3.428653	 1.002830
 0.366173	 1.994625	 0.464246
 0.233554	 3.263564	 0.401590
 0.243082	 4.102158	 0.600797
 0.360134	 4.114321	 0.270944
 0.384855	 1.037185	 -0.085135
 0.389864	 3.854361	 0.663721
 0.241064	 2.519113	 0.370414
 0.243040	 3.392310	 0.316250
 0.241471	 2.742685	 0.244363
 0.228401	 3.662592	 0.072458
 0.239055	 3.745175	 0.938675
 0.348278	 3.310793	 0.514185
 0.182735	 2.667151	 0.179007
 0.354580	 4.096479	 0.886696
 0.337423	 2.914600	 0.732837
 0.408658	 2.493806	 0.197731
 0.229639	 4.010533	 0.328090
 0.245136	 3.408294	 1.036636
 0.231066	 2.927093	 1.163083
 0.214175	 3.630082	 0.977378
 0.300501	 3.465448	 0.726835
 0.366711	 2.486426	 0.227695
 0.418931	 2.247577	 0.341091
 0.178949	 2.386136	 0.420087
 0.439952	 2.929285	 0.466471
 0.434482	 2.558068	 0.641240
 0.199865	 3.272694	 0.036952
 0.364048	 4.234649	 0.435056
 0.367328	 3.170342	 1.032140
 0.346428	 3.198098	 0.772356
 0.298540	 2.331089	 0.180234
 0.282455	 3.501044	 0.137526
 0.441924	 3.727447	 0.947200
 0.431980	 3.609493	 -0.029593
 0.430744	 2.831066	 0.116859
 0.429812	 3.090757	 0.122297
 0.243578	 3.715260	 0.839298
 0.274165	 4.264741	 0.640146
 0.324380	 4.117905	 0.698664
 0.404741	 2.741780	 0.360491
 0.327572	 2.321856	 0.202754
 0.404545	 3.575130	 0.072559
 0.364559	 3.723470	 0.784101
 0.328376	 4.217052	 0.343528
 0.421571	 4.130402	 0.104784
 0.448133	 2.174889	 0.452807
 0.405501	 3.389156	 0.767041
 0.192390	 3.983554	 0.528698
 0.303990	 2.947071	 0.271726
 0.302217	 3.517278	 0.915729
 0.402918	 5.631143	 -0.003655
 0.464360	 4.282686	 0.164200
 0.302528	 4.166078	 0.327408
 0.343926	 3.167759	 0.387059
 0.334928	 4.304253	 0.309749
 0.378945	 2.432733	 -0.011999
 0.377992	 4.403461	 0.492114
 0.379424	 3.590687	 0.606915
 0.467895	 1.956200	 0.723031
 0.313904	 2.366194	 1.102828
 0.395950	 3.405867	 0.768057
 0.358274	 4.138800	 0.079264
 0.380737	 3.173128	 1.126995
 0.382220	 3.697201	 0.430538
 0.379264	 4.468137	 0.424544
 0.209172	 3.235737	 0.137976
 0.367590	 1.936813	 0.661508
 0.318518	 2.701461	 0.363670
 0.172829	 2.591155	 0.072103
 0.243062	 3.814938	 0.437547
 0.371364	 3.110114	 0.301552
 0.174076	 4.075658	 0.360783
 0.225907	 4.096468	 1.010962
 0.338838	 4.480180	 0.399511
 0.236054	 4.028354	 1.054346
 0.357672	 3.519287	 1.016920
 0.358697	 3.623671	 0.605730
 0.285976	 2.800938	 0.109514
 0.233309	 3.114587	 0.570592
 0.363439	 4.311575	 0.718749
 0.286353	 0.239515	 0.251480
 0.321335	 3.150555	 0.761161
 0.283372	 3.481537	 0.370458
 0.278663	 2.796524	 0.691057
 0.279036	 2.338769	 0.925751
 0.287034	 2.589213	 0.507491
 0.281909	 1.991629	 0.572948
 0.349142	 2.117975	 0.315831
 0.398357	 4.140090	 0.154716
 0.246799	 6.008675	 0.257914
 0.244750	 3.398744	 0.233002
 0.300252	 1.998317	 0.578225
 0.338883	 4.058449	 0.157193
 0.285898	 3.620705	 0.435234
 0.415044	 3.924276	 0.177383
 0.254710	 2.142716	 0.515519
 0.286298	 3.023088	 0.451104
 0.181955	 3.408832	 -0.062331
 0.181162	 3.085289	 0.382496
 0.418284	 3.367079	 0.076257
 0.438494	 3.640466	 0.125849
 0.283909	 2.879131	 0.197455
 0.271097	 2.859502	 0.395902
 0.235906	 3.950232	 0.469297
 0.299341	 2.464148	 1.093433
 0.270559	 2.412813	 0.740672
 0.286655	 3.109999	 0.300171
 0.434704	 2.991863	 0.902218
 0.278273	 2.068319	 0.408164
 0.280030	 2.793424	 0.914473
 0.279254	 3.814882	 0.361565
 0.432451	 0.550314	 0.005532
 0.278039	 2.458974	 0.842739
 0.353546	 3.514401	 0.466393
 0.397712	 4.218861	 0.100346
 0.371704	 2.206029	 -0.006833
 0.297252	 0.535740	 -0.141462
 0.333784	 2.681148	 0.507821
 0.334851	 3.241668	 -0.045933
 0.301322	 3.512934	 0.289191
 0.467151	 2.757582	 0.323427
 0.332199	 2.342339	 0.892533
 0.333403	 3.206616	 0.174781
 0.408391	 5.699761	 -0.003999
 0.344302	 3.071601	 0.658602
 0.464137	 2.056966	 0.538054
 0.454843	 2.587624	 0.424974
 0.451351	 3.291591	 0.260259
 0.361690	 4.154372	 0.379182
 0.218783	 3.128708	 0.638677
 0.169481	 3.179928	 0.545048
 0.369450	 2.743623	 0.217358
 0.372933	 3.631614	 0.235240
 0.227093	 3.172502	 1.061919
 0.304243	 1.947878	 0.730970
 0.401093	 3.067862	 0.187425
 0.369261	 6.143284	 0.277157
 0.246973	 2.136229	 0.701752
 0.360348	 2.855598	 -0.014895
 0.364975	 2.156215	 0.855033
 0.448000	 4.543406	 0.475002
 0.234535	 1.970852	 0.719692
 0.307609	 3.439840	 0.432368
 0.237838	 4.097633	 0.278722
 0.466593	 4.517029	 1.034554
 0.174579	 2.321175	 0.435645
 0.456015	 2.609508	 1.193418
 0.215254	 2.360660	 0.159304
 0.220196	 0.578170	 -0.013455
 0.441874	 3.311487	 0.816144
 0.228437	 3.679024	 0.967976
 0.350756	 3.565165	 0.199857
 0.368483	 2.953359	 0.316134
 0.357687	 4.204169	 0.688890
 0.275841	 3.913164	 0.992589
 0.360219	 0.627070	 0.015823
 0.349488	 3.737186	 0.094079
 0.340166	 3.459660	 0.793424
 0.351421	 6.007276	 -0.154974
 0.391356	 3.383325	 0.834900
 0.394356	 3.579978	 -0.001012
 0.446372	 3.946574	 0.592274
 0.410964	 2.789571	 0.581760
 0.220753	 3.735330	 0.548884
 0.442093	 3.108153	 0.961109
 0.178109	 2.980919	 1.062264
 0.298011	 3.780505	 0.413166
 0.314902	 3.737898	 0.584370
 0.230720	 3.524462	 0.724801
 0.185888	 4.357582	 0.791407
 0.320522	 3.319259	 0.457863
 0.335343	 2.028401	 0.869269
 0.334232	 5.936058	 0.243353
 0.331433	 2.176019	 1.007748
 0.278696	 3.764456	 0.057624
 0.427950	 4.010414	 0.938457
 0.281025	 2.502885	 0.457145
 0.468442	 3.168684	 0.554769
 0.333100	 3.822124	 0.017030
 0.326486	 3.740778	 0.336182
 0.327165	 3.273170	 0.001899
 0.416615	 2.708724	 0.374222
 0.345978	 3.380915	 0.106509
 0.410733	 4.242723	 0.564664
 0.391605	 3.933255	 0.901099
 0.440563	 3.683994	 0.065910
 0.463081	 2.608634	 0.096343
 0.360643	 2.119400	 0.623542
 0.247128	 4.212030	 0.131424
 0.393410	 4.027351	 0.372184
 0.367207	 2.064092	 0.520512
 0.466583	 3.927371	 0.561029
 0.393497	 2.557941	 0.260993
 0.432087	 3.492940	 0.496182
 0.350926	 2.598462	 0.629687
 0.392913	 3.843473	 0.400291
 0.323490	 3.253855	 0.931533
 0.222241	 3.235707	 0.508490
 0.172483	 3.242974	 0.170626
 0.265873	 3.246706	 0.664071
 0.312801	 3.635170	 0.093886
 0.264946	 3.174860	 0.225233
 0.312616	 2.287990	 0.310684
 0.266483	 3.358831	 0.097759
 0.385943	 2.506553	 -0.010851
 0.343424	 3.365838	 0.486372
 0.342641	 3.615374	 -0.034796
 0.234209	 2.131869	 0.723199
 0.338614	 3.237139	 0.217136
 0.401574	 3.728063	 0.270575
 0.445152	 2.589045	 0.536854
 0.420147	 3.280001	 0.384499
 0.352380	 3.454188	 0.398062
 0.421875	 2.969135	 0.661140
 0.360684	 2.242548	 0.392332
 0.252584	 4.262993	 0.865978
 0.252702	 2.869576	 0.135672
 0.462909	 4.109968	 0.222182
 0.180141	 2.594654	 0.855605
 0.280571	 3.157736	 1.195134
 0.192220	 4.071409	 0.163376
 0.178027	 4.375932	 0.387472
 0.334944	 4.334494	 0.501886
 0.333304	 4.354360	 0.234438
 0.331839	 0.705865	 -0.010939
 0.298191	 4.230775	 0.180091
 0.341611	 5.469273	 -0.092760
 0.458625	 2.454851	 1.019122
 0.272473	 0.136223	 -0.172128
 0.412282	 4.483877	 0.563941
 0.411517	 3.928323	 0.505071
 0.462890	 3.382198	 0.507667
 0.460922	 4.079220	 0.600217
 0.169129	 3.968763	 0.135530
 0.382741	 4.262634	 0.504277
 0.170608	 2.182771	 0.415731
 0.370275	 4.210932	 0.664932
 0.398514	 3.562222	 0.171057
 0.218182	 2.199638	 0.674310
 0.396319	 2.712342	 0.612335
 0.399033	 0.068008	 0.006243
 0.263315	 3.813139	 0.467018
 0.282708	 3.341449	 0.684695
 0.192665	 2.268025	 0.254100
 0.364310	 1.526766	 0.018452
 0.233147	 2.672023	 0.391271
 0.169442	 3.514338	 0.022675
 0.375596	 2.775178	 0.295260
 0.431270	 2.970488	 0.009074
 0.381291	 3.877896	 0.945458
 0.212369	 2.338409	 0.484512
 0.180133	 3.855513	 0.292146
 0.216874	 2.785509	 0.309831
 0.383427	 3.873127	 0.498589
 0.367295	 2.589655	 0.795764
 0.415287	 2.527295	 0.406373
 0.391753	 6.268969	 0.242806
 0.222640	 3.921411	 0.374647
 0.226613	 2.766704	 0.456985
 0.429678	 2.170348	 0.140332
 0.229819	 2.534254	 0.157798
 0.221961	 2.157767	 0.643658
 0.451030	 4.100759	 0.772136
 0.174669	 2.170460	 0.793223
 0.393576	 2.952219	 0.708216
 0.301612	 3.463265	 0.297144
 0.331153	 0.006787	 0.281879
 0.249415	 2.288240	 0.270563
 0.339152	 3.359160	 0.258100
 0.223354	 2.082825	 0.254891
 0.306439	 3.176897	 0.244473
 0.206131	 3.749955	 0.401568
 0.374353	 2.520025	 0.091888
 0.298396	 3.264266	 0.251450
 0.469097	 3.739318	 0.149868
 0.290838	 4.003011	 0.218792
 0.246618	 3.095442	 0.227576
 0.263758	 2.290831	 0.430182
 0.338695	 2.147046	 0.724512
 0.257104	 2.585335	 0.229019
 0.251310	 2.965102	 0.916463
 0.456780	 5.704780	 0.201461
 0.334439	 3.190022	 0.828354
 0.339352	 3.140759	 0.694631
 0.337942	 3.807308	 0.532287
 0.469394	 2.230454	 0.219910
 0.302210	 3.910895	 0.286743
 0.302510	 3.272683	 0.130239
 0.394119	 4.500108	 1.057544
 0.307138	 2.652449	 0.824898
 0.307705	 3.500519	 0.340411
 0.394761	 3.357885	 0.607231
 0.465663	 3.509078	 0.347243
 0.396435	 3.725205	 0.331226
 0.361495	 3.117796	 0.167100
 0.214302	 3.243505	 0.621606
 0.192086	 3.418884	 0.847575
 0.284940	 2.527074	 1.106840
 0.230739	 3.307239	 0.958270
 0.231888	 2.790104	 0.139690
 0.181946	 2.687806	 0.740136
 0.231228	 5.611587	 0.188393
 0.237230	 3.090553	 0.711108
 0.181562	 2.979537	 0.225373
 0.344303	 4.231374	 0.192669
 0.181982	 6.254837	 -0.152806
 0.181802	 3.840297	 0.585905
 0.391313	 4.272182	 0.196419
 0.315943	 2.954158	 0.132075
 0.287716	 4.469260	 1.129192
 0.250693	 3.555259	 0.272045
 0.210694	 2.543150	 1.045292
 0.235324	 4.473410	 0.342967
 0.382681	 2.294109	 0.470116
